,text,like,retweet,id,user,created_at
1378,"東京証券取引所（東証）で株価など相場情報の配信に障害が発生し、取引開始から全ての銘柄で売買を停止。株式売買の基幹システム「アローヘッド」は富士通が設計・開発し、2019年11月に新システムに刷新しました。
https://t.co/x2nwStBIGV",1385,1407,1311473377652211713,nikkei,Thu Oct 01 01:09:53 +0000 2020
1379,"富士通も「状況を確認中」、東証システム障害で
https://t.co/OAIKCJc9aB",799,618,1311469593110609922,nikkei,Thu Oct 01 00:54:51 +0000 2020
1380,"テレビ討論会とは　米大統領選、支持率一変した例も（きょうのことば）
https://t.co/Z8bdSw9EOM",20,8,1311464873352663043,nikkei,Thu Oct 01 00:36:06 +0000 2020
1381,"名証も売買停止、システム障害で　再開未定
https://t.co/6yNJGa49gV",119,137,1311461036252299264,nikkei,Thu Oct 01 00:20:51 +0000 2020
1382,"東証、障害で相対取引の売買も停止　大取の先物は通常稼働
https://t.co/ld3ec3mz4d",183,201,1311461035266633728,nikkei,Thu Oct 01 00:20:51 +0000 2020
1383,"大統領選のテレビ討論会、7300万人が視聴　過去3番目
https://t.co/XyXJg5q52l",41,13,1311460818827976704,nikkei,Thu Oct 01 00:19:59 +0000 2020
1384,"東証でシステム障害、9時から全銘柄の売買停止
https://t.co/LGBn68hyGi",941,1168,1311456510753480705,nikkei,Thu Oct 01 00:02:52 +0000 2020
1385,"日銀短観、景況感悪化歯止め　大企業製造業マイナス27
https://t.co/4ILDR7VDce",55,37,1311455275363127296,nikkei,Wed Sep 30 23:57:57 +0000 2020
1386,"東証、障害に伴い全銘柄の売買停止　復旧は未定
https://t.co/a1uqDJCcjw",1900,2318,1311455274037723137,nikkei,Wed Sep 30 23:57:57 +0000 2020
1387,"米株高が支え、日銀短観は懸念材料（先読み株式相場）
https://t.co/sarmMdNQwU",50,13,1311447186157178881,nikkei,Wed Sep 30 23:25:49 +0000 2020
1388,"河野行革相、ハンコ「大半廃止できそう」　各省が回答
https://t.co/zoqGcvMQvq",149,55,1311444955156545537,nikkei,Wed Sep 30 23:16:57 +0000 2020
1389,"けさ10月1日の日経電子版トップ（https://t.co/KiXPoQbDSX）3本です。

NTT、5G普及で世界に出遅れ　行き詰まる3社寡占
https://t.co/y33MBQf2qd

視線合わさず論戦90分　米大… https://t.co/h2PLL9ARZJ",18,8,1311442682309476358,nikkei,Wed Sep 30 23:07:55 +0000 2020
1390,"「左遷先」「独立王国」「エヌテッテイ」「Apple（アップル）の代理店に成り下がった」「すでにドコモは3番手」……。NTTとドコモの立ち位置やパワーバランスの変化を振り返ります。
https://t.co/R8LBovOoOX",77,39,1311440718725033985,nikkei,Wed Sep 30 23:00:07 +0000 2020
1391,"10月1日から変わる　ビール減税、「第三」は増税
https://t.co/0ns7wL2crn",102,59,1311440187650523136,nikkei,Wed Sep 30 22:58:00 +0000 2020
1392,"シカゴ日経平均先物が反落、185円安の2万3265円
https://t.co/S4sPPqcn93",24,11,1311437408802615301,nikkei,Wed Sep 30 22:46:58 +0000 2020
1393,"「史上最もカオスな討論会」などと評された、アメリカ大統領選挙（米大統領選）両候補の第1回テレビ討論会。トランプ大統領とバイデン前副大統領の発言を要旨で振り返ります。
https://t.co/becR2zLHRY",85,31,1311434815791656960,nikkei,Wed Sep 30 22:36:40 +0000 2020
1394,"菅首相がメス、「限界地銀」はなぜ放置されてきたのか
https://t.co/5HNOJdZdWd",86,34,1311430831743791104,nikkei,Wed Sep 30 22:20:50 +0000 2020
1395,"トランプ米大統領とバイデン前副大統領の初の直接対決。司会者が「史上最もカオスだった」と評した米大統領選のテレビ討論会は、どんな内容だったのでしょうか。
10月1日、日本経済新聞朝刊のポイントをお届けします。
#朝刊1面を読もう
https://t.co/NO4IhQfU3J",60,18,1311428114849968128,nikkei,Wed Sep 30 22:10:02 +0000 2020
1396,"第三のビールは350ml缶で9.8円の増税。たばこ増税でJTは一部を除き1箱50円値上げ。「GoToトラベル」が東京発着も対象に。NHKが受信料を引き下げ。10月1日からの変更点をまとめました。
https://t.co/Lm6Tj3ScO7",311,239,1311427438455517184,nikkei,Wed Sep 30 22:07:21 +0000 2020
1397,"Google、5G対応スマホ2機種に　上位機種は699ドル
https://t.co/DKwki2aBkB",79,41,1311423039972634624,nikkei,Wed Sep 30 21:49:52 +0000 2020
1398,"河野行革相、ハンコ「大半廃止できそう」　各省が回答
https://t.co/OGUi6rpDbw",453,118,1311420149967224833,nikkei,Wed Sep 30 21:38:23 +0000 2020
1399,"半沢直樹とラストバンカー　きょう創刊　NIKKEI Financialから
https://t.co/H2iD6OiWRm",41,11,1311410457941426176,nikkei,Wed Sep 30 20:59:52 +0000 2020
1400,"トヨタ労使が一律の定期昇給をなくし、個人の評価に重きを置く制度を2021年1月から導入することで合意。成果主義シフトは、横並びや年功序列を前提としてきた日本の製造業の賃上げ議論に影響を与えそうです。
https://t.co/ehaRO3dKSQ",760,414,1311410088419221505,nikkei,Wed Sep 30 20:58:24 +0000 2020
1401,"米パランティア上場、時価総額1.6兆円　SOMPOなど出資
https://t.co/TA7bmZz8GP",87,36,1311408183211032576,nikkei,Wed Sep 30 20:50:50 +0000 2020
1402,"混乱のテレビ討論、ルール見直しへ　米大統領選
https://t.co/1KKSvB2WF9",58,29,1311403667484938241,nikkei,Wed Sep 30 20:32:53 +0000 2020
1403,"NY市のレストラン、半年ぶり「店内」解禁　感染増懸念も
https://t.co/ECJpyww5Nz",51,27,1311402644427038720,nikkei,Wed Sep 30 20:28:49 +0000 2020
1404,"NYダウ反発、329ドル高　追加経済対策の合意期待で
https://t.co/ZQcHOEdjEh",89,36,1311400412344328193,nikkei,Wed Sep 30 20:19:57 +0000 2020
1405,"二階氏、追加経済対策「大幅に」　年内解散は否定的
https://t.co/eNKYu9SZcB",103,47,1311351060007587840,nikkei,Wed Sep 30 17:03:51 +0000 2020
1406,"ホンダ、聖域なき改革促す効率悪化 四輪の稼ぐ力1/6に
https://t.co/XRtd8SdIE3",38,15,1311351059009302533,nikkei,Wed Sep 30 17:03:50 +0000 2020
1407,"ミズノは薄底でナイキたおす　自前で超高反発素材
https://t.co/i8MHTAx2bT",67,25,1311351058069745666,nikkei,Wed Sep 30 17:03:50 +0000 2020
1408,"視線合わさず論戦90分　米大統領選討論会
https://t.co/C3uI2hSvny",27,9,1311351057071570946,nikkei,Wed Sep 30 17:03:50 +0000 2020
1409,"NTT、5G普及で世界に出遅れ　行き詰まる3社寡占
https://t.co/876Q7LTGDJ",93,20,1311351055796416512,nikkei,Wed Sep 30 17:03:50 +0000 2020
1410,"ドイツ、5Gでファーウェイ制限　現地報道
https://t.co/u5r7t7WGoF",192,92,1311345297780543488,nikkei,Wed Sep 30 16:40:57 +0000 2020
1411,"ミタル、2050年までに「CO2ゼロ」　水素や貯蔵活用
https://t.co/eFyRvVO9ym",52,18,1311335219274764288,nikkei,Wed Sep 30 16:00:54 +0000 2020
1412,"楽天5Gでも低価格　携帯大手に値下げ機運　新政権促す
https://t.co/UIsABopmXt",112,47,1311335217978769414,nikkei,Wed Sep 30 16:00:54 +0000 2020
1413,"デジタル証券 まずは不動産　非規制分野でノウハウ蓄積
https://t.co/TvRgNwvS9j",64,27,1311331685590429698,nikkei,Wed Sep 30 15:46:51 +0000 2020
1414,"海外マネー、地価を下支え　高収益物件狙う
https://t.co/0fFkAekS7F",50,20,1311331684575449089,nikkei,Wed Sep 30 15:46:51 +0000 2020
1415,"「座して待つな」　スタートアップ育成へ投資家走る
https://t.co/5wlGZ5NBCD",18,5,1311331683505897472,nikkei,Wed Sep 30 15:46:51 +0000 2020
1416,"企業活動 もっと自由に　伊藤忠会長CEO・岡藤正広氏
https://t.co/HCmAW1Drg0",27,7,1311331682327252992,nikkei,Wed Sep 30 15:46:51 +0000 2020
1417,"NYダウ反発で始まる　一時350ドル高、追加経済対策に期待
https://t.co/hOgPr4MwXO",100,31,1311311075099340801,nikkei,Wed Sep 30 14:24:57 +0000 2020
1418,"順天堂大系病院で40人感染　患者や職員、同一病棟
https://t.co/QCVIjsGOAl",136,95,1311301516511281152,nikkei,Wed Sep 30 13:46:58 +0000 2020
1419,"「（エアアジア・ジャパンは）事業を終了する」。マレーシアの格安航空会社（LCC）、エアアジアが日本事業からの撤退を決めました。新型コロナによる航空需要の減少が背景です。
https://t.co/U3jpBFOh6l",412,357,1311297438502850561,nikkei,Wed Sep 30 13:30:46 +0000 2020
1420,"エアアジア、日本事業から撤退　航空需要減少で
https://t.co/d1ruApWTZH",466,199,1311295213663477760,nikkei,Wed Sep 30 13:21:56 +0000 2020
1421,"アリババ馬氏、取締役退任へ　創業者の影響力は維持
https://t.co/vQ9hshTsRX",148,63,1311291954894831619,nikkei,Wed Sep 30 13:08:59 +0000 2020
1422,"混沌の討論会、米の分断を象徴　コロナ・人種で激突
https://t.co/JV0jTt5cL4",42,19,1311283623484485633,nikkei,Wed Sep 30 12:35:52 +0000 2020
1423,"京王電鉄が平日の有料座席指定列車「京王ライナー」を増便します。密集状態を回避するニーズが高まっており、列車の選択肢を増やします。
https://t.co/FYiZDVmllX",197,77,1311283263466504192,nikkei,Wed Sep 30 12:34:27 +0000 2020
1424,"ウォルト・ディズニーが、アメリカの「ディズニーランド」や「ディズニーワールド」で働く従業員2万8000人の削減に踏み切ります。新型コロナで休園や入場制限が長引き、先行きが見通せないことに対応します。
#新型コロナ #COVID19
https://t.co/nGnDXR1v2B",124,74,1311277831549222913,nikkei,Wed Sep 30 12:12:52 +0000 2020
1425,"国家試験デジタル化に壁　コロナ禍、検定業界を直撃
https://t.co/GjjcvijCik",62,28,1311268256934588416,nikkei,Wed Sep 30 11:34:49 +0000 2020
1426,"住友生命保険が事務の廃止などで既存業務の量を約3割削減し、従業員2000人を営業や新規事業に配置転換。新型コロナの影響で収益基盤が揺らぐなか、効率化を進めます。
#新型コロナ #COVID19
https://t.co/3890skjQjO",128,67,1311267564446789632,nikkei,Wed Sep 30 11:32:04 +0000 2020
1427,"パナソニックが通年採用を開始、海外留学者など配慮
https://t.co/ihaOAYRa74",264,77,1311262995226402819,nikkei,Wed Sep 30 11:13:54 +0000 2020
1428,"中国の国慶節休暇　国内旅行は6億人超、復調の兆し
https://t.co/lJnmp8aWrM",54,27,1311258982829285378,nikkei,Wed Sep 30 10:57:58 +0000 2020
1429,"婚礼大手のワタベウェディングが全直営店の約3分の1を閉鎖へ。120人程度の希望退職も募ります。今後は東名阪の主要都市に注力し、オンライン接客を強化します。
https://t.co/4SRrJUiyYw",242,171,1311255804234924032,nikkei,Wed Sep 30 10:45:20 +0000 2020
1430,"「楽天が劣後債1000億円 5G投資へ財務強固に」の英文記事をNikkei Asia @NikkeiAsia に掲載しています。

 Rakuten to raise 100 billion yen from debt iss… https://t.co/R6ri0voKoi",40,18,1311249492088434689,nikkei,Wed Sep 30 10:20:15 +0000 2020
1431,"AIアナが読むニュース　夕方の4本
https://t.co/oymtMfLe7X",10,6,1311248166944030721,nikkei,Wed Sep 30 10:14:59 +0000 2020
1432,"中国半導体SMIC、装置在庫積み増し　米規制に備え
https://t.co/3QMK9Uyppr",44,14,1311243875600588800,nikkei,Wed Sep 30 09:57:56 +0000 2020
1433,"おなか締めず在宅ワークも快適　伸縮素材のスラックス
https://t.co/sbp1IEyPgc",29,14,1311234540396920832,nikkei,Wed Sep 30 09:20:50 +0000 2020
1434,"楽天が総額1000億円の劣後特約付き社債を発行へ。次世代通信規格「5G」などへの投資に使います。劣後債は信用格付けが悪化しにくい特徴があります。
#日経イブニングスクープ
https://t.co/XdguztxUE9",219,92,1311232340786655234,nikkei,Wed Sep 30 09:12:06 +0000 2020
1435,"不漁のサンマやスルメイカに代わり、豊漁のマイワシとブリを道産のエースに。北海道の官民が定番メニューとして定着させるために知恵を絞っています。
https://t.co/zJbX0RJeLp",68,21,1311231826359472128,nikkei,Wed Sep 30 09:10:03 +0000 2020
1436,討論会が終わった後のCBSニュースの調査によると、バイデン氏が勝ったとの回答は48%、トランプ氏は41%。両候補の討論会は10月15日、22日にも開かれます。11月3日投開票に向け論戦が熱を帯びることになります。… https://t.co/Dt7PqJ6my2,66,50,1311230597440958464,nikkei,Wed Sep 30 09:05:10 +0000 2020
1437,"楽天が劣後債1000億円　5G投資へ財務強固に
https://t.co/dRTIlP7taN",206,70,1311229512718327809,nikkei,Wed Sep 30 09:00:51 +0000 2020
1438,"概算要求の目玉は　デジタル化推進、地方移住後押し
https://t.co/3PCSQiCTrh",89,45,1311211396437213184,nikkei,Wed Sep 30 07:48:52 +0000 2020
1439,"在宅勤務で株デイトレ　コロナ新常態、個人に勢い
https://t.co/hcMeLB5jyk",310,119,1311205122702102528,nikkei,Wed Sep 30 07:23:56 +0000 2020
1440,"東京都で新たに194人感染　新型コロナ
https://t.co/hfZdoZhTLr",73,43,1311189762946904064,nikkei,Wed Sep 30 06:22:54 +0000 2020
1441,"二審も国と東電に賠償命令、原発事故訴訟で仙台高裁
https://t.co/ogAoLsHmTs",71,39,1311185752454098945,nikkei,Wed Sep 30 06:06:58 +0000 2020
1442,"住友生命、2000人配置転換　事務から営業や新規事業に
https://t.co/Fr3EODBqEW",210,127,1311178424694628354,nikkei,Wed Sep 30 05:37:51 +0000 2020
1443,"デジタル庁、恒久的組織に　平井デジタル相
https://t.co/ojYuyy16Lg",113,38,1311177450840231937,nikkei,Wed Sep 30 05:33:59 +0000 2020
1444,"【日経特報】レオパレス、米ファンドが支援　債務超過解消へ
https://t.co/kcQXmD8jhU",806,614,1311172632708956160,nikkei,Wed Sep 30 05:14:50 +0000 2020
1445,"日経英文媒体が「Nikkei Asia」に名称変更
https://t.co/eJKXI6gk38",35,11,1311171857446436865,nikkei,Wed Sep 30 05:11:45 +0000 2020
1446,"AIアナが読むニュース　昼の4本
https://t.co/laWTFr2Iu7",5,5,1311166863364120579,nikkei,Wed Sep 30 04:51:55 +0000 2020
1447,"「コロナワクチンを途上国に」 -- 米マイクロソフト創業者、ビル・ゲイツ氏の寄稿(英文)をNikkei Asia @NikkeiAsia に掲載しています。

 A three-part plan to eliminate C… https://t.co/jrHfB7LN28",37,18,1311164322660442113,nikkei,Wed Sep 30 04:41:49 +0000 2020
1448,"「コロナ離婚」を考える前に　年金分割7つの誤解
https://t.co/q9nIN1MgIj",57,24,1311163072120201217,nikkei,Wed Sep 30 04:36:51 +0000 2020
1449,"スペースX宇宙船搭乗の野口さん　「心身ともに万全で」
https://t.co/3Z8EbqAVq4",91,21,1311161845814669318,nikkei,Wed Sep 30 04:31:58 +0000 2020
1450,"きょう9月30日昼の日経電子版トップ（https://t.co/Gv2dbR04m1）3本です。

トランプ氏vsバイデン氏、納税問題など非難合戦
https://t.co/2tlOTtMLLj

ドコモ完全子会社、停滞打破に… https://t.co/b614Kg7s1V",23,10,1311143326259777537,nikkei,Wed Sep 30 03:18:23 +0000 2020
1451,"ランニングシューズの老舗、アシックス。
NIKEの厚底シューズ「ヴェイパーフライ」が市場を席巻しているが、厚底にこだわらず独自の開発を続ける。
秘策はつま先の反り上がった構造だ。
#日経STORY
厚底革命 シューズにかける(3)
https://t.co/XqiuzROLGE",64,23,1311139722111127552,nikkei,Wed Sep 30 03:04:04 +0000 2020
1452,"トランプ氏とバイデン氏による初のテレビ討論会が終了、CNNテレビの司会者は「史上最もカオスな討論会」と感想を述べました。アメリカ大統領選挙・討論会ドキュメントです。
https://t.co/KZK5R5MOAp https://t.co/umVs4t0Qcu",761,483,1311136151697317890,nikkei,Wed Sep 30 02:49:52 +0000 2020
1453,"アフラック生命保険は保険提案から説明、契約までネットで完結するウェブ面談システムを稼働し全国展開します。直接対面せず保険契約を完了させられるのは大手生保で初です。
https://t.co/V0663SuWFg",77,20,1311134848019582983,nikkei,Wed Sep 30 02:44:42 +0000 2020
1454,"川崎重工業は事業リストラ遅れが響き資産効率の低下が際立ちます。市場の信頼を回復するには「脱縦割り」など身近なところから成果を出すことが欠かせません。
https://t.co/CKaz5KJTB3",73,34,1311132596735270912,nikkei,Wed Sep 30 02:35:45 +0000 2020
1455,"米財務省、米航空7社と融資契約　アメリカン航空など
https://t.co/C858xB7X5L",33,21,1311132116302794752,nikkei,Wed Sep 30 02:33:50 +0000 2020
1456,"対面なしで生保契約、アフラックが先陣　半年で開発
https://t.co/MsSCVX1aiY",46,17,1311131130280640513,nikkei,Wed Sep 30 02:29:55 +0000 2020
1457,"黒人暴行死事件について、バイデン氏は「トランプ氏は軍を動員し、分断をあおる発言を繰り返してきた」と指摘。トランプ氏は「国民が求めているのは法と秩序だ」と治安強化を訴えました。
#アメリカ大統領選挙… https://t.co/WAINFLbwLF",53,27,1311131010483056640,nikkei,Wed Sep 30 02:29:27 +0000 2020
1458,"「連邦所得税を750ドルしか支払っていないというのは事実か」との質問に対し、トランプ氏は詳細には言及しませんでした。
#アメリカ大統領選挙
https://t.co/PnX434bNYR https://t.co/y9kvUBHz5h",67,33,1311129193170829313,nikkei,Wed Sep 30 02:22:13 +0000 2020
1459,"ドコモ完全子会社、停滞打破に澤田社長が直轄経営
https://t.co/DvhBMzNfzF",38,18,1311128088294506496,nikkei,Wed Sep 30 02:17:50 +0000 2020
1460,"中小企業向け「イデコ」、10月拡大　加入可能者4割増
https://t.co/jUJksbUDjQ",53,24,1311127830122516482,nikkei,Wed Sep 30 02:16:48 +0000 2020
1461,"複数内定絞れず、終わらぬ就活　学生・企業ともに不安
https://t.co/CTNyEMIk9r",56,18,1311127829107499009,nikkei,Wed Sep 30 02:16:48 +0000 2020
1462,"テレワーク難民の自治体職員　80万人救う異例の計画
https://t.co/DrXPg6QmgX",43,23,1311127357751660546,nikkei,Wed Sep 30 02:14:56 +0000 2020
1463,"バイデン氏は経済政策として「700万人の雇用創出、1兆ドルの経済効果が見込める。法人税は28%に上げるべきだ」と述べました。トランプ氏は「70万人の雇用を国内に戻した」と強調しました。
#アメリカ大統領選挙… https://t.co/XsjlkB9E6j",61,32,1311126347826302981,nikkei,Wed Sep 30 02:10:55 +0000 2020
1464,"トランプ氏が途中で割り込む場面が相次ぎ、議論は混乱気味です。司会者がたびたび「質問させてください」などと呼びかけています。
#アメリカ大統領選挙
https://t.co/llNVTB2259 https://t.co/x8vRiSd08F",578,329,1311117520179474432,nikkei,Wed Sep 30 01:35:50 +0000 2020
1465,"アメリカ大統領選の討論会。最高裁判事の指名問題でトランプ氏は「私たちは選挙に勝ったから彼女を選ぶことができる」と発言。バイデン氏は「選挙の結果が出るまで待つべきだ」と批判しました。
#アメリカ大統領選挙 #討論会ドキュメント… https://t.co/GiqUsJjAG7",41,28,1311115253657284609,nikkei,Wed Sep 30 01:26:50 +0000 2020
1466,"アメリカ大統領選挙まで約1カ月。トランプ米大統領とバイデン前副大統領が初めて直接対決する第１回テレビ討論会での両氏の表情や発言をドキュメントでお伝えします。
https://t.co/uAk2mj6fX7 https://t.co/8WthxVhDmC",53,28,1311111731733815296,nikkei,Wed Sep 30 01:12:50 +0000 2020
1467,"首相、10月中旬に外国訪問　就任後初 東南アジア検討
https://t.co/KvCaAYG1q3",90,25,1311108964210233344,nikkei,Wed Sep 30 01:01:50 +0000 2020
1468,"日経英文媒体が「Nikkei Asia」に名称変更
https://t.co/hAYv4A5mIs",28,13,1311106225493303296,nikkei,Wed Sep 30 00:50:57 +0000 2020
1469,"トランプ氏VSバイデン氏、10時から初の直接対決
https://t.co/LdvyHnwMFQ",35,17,1311100914380320768,nikkei,Wed Sep 30 00:29:51 +0000 2020
1470,"日経平均、反落で始まる　前日の欧米株安受け
https://t.co/4BOdtvbN6L",25,8,1311099688649502721,nikkei,Wed Sep 30 00:24:59 +0000 2020
1471,日本電信電話公社の民営化とは　独占力弱めて競争促す（きょうのことば） https://t.co/Ulp7jRMcIM,84,21,1311095344072192000,nikkei,Wed Sep 30 00:07:43 +0000 2020
1472,"8月の鉱工業生産、1.7%上昇　9月予測は5.7%上昇
https://t.co/l18tjOXUGH",25,15,1311095140283346944,nikkei,Wed Sep 30 00:06:55 +0000 2020
1473,"楽天の5G携帯、月2980円できょう開始　大手の半額以下
https://t.co/mfR3rpcoHg",620,273,1311094122590076928,nikkei,Wed Sep 30 00:02:52 +0000 2020
1474,"アメリカ大統領選挙のテレビ討論会とは
https://t.co/knOGnyTzYO",22,11,1311092352631545856,nikkei,Tue Sep 29 23:55:50 +0000 2020
1475,"けさ9月30日の日経電子版トップ（https://t.co/LBCrnM56sX）3本です。

NTT復権へ再編に活路　ドコモとコム統合も
https://t.co/VLwgzm5Hph

米大統領選、直接対決へ　「資質」巡り… https://t.co/EU5w05CJep",19,16,1311090854405308416,nikkei,Tue Sep 29 23:49:53 +0000 2020
1476,"1721市区町村のテレワーク導入率は3%。情報流出を恐れルール整備の手間を嫌い、お金もない。自治体のテレワークを阻害している構図です。こんな中、11月にも実証実験が始まります。
https://t.co/Rmicg3iFdD",215,101,1311085148029546496,nikkei,Tue Sep 29 23:27:12 +0000 2020
1477,"中国の「デジタル人民元」の実証実験に、日本式カプセル自動販売機「ガチャガチャ」が使われています。身近な技術を組み合わせてイノベーションを実現する動きです。
https://t.co/EZpeZG9nvB",68,39,1311080085865353218,nikkei,Tue Sep 29 23:07:05 +0000 2020
1478,"赤字の川崎重工、リストラ遅れが招いた資産効率悪化
https://t.co/miV0nrCjyI",141,70,1311079040921423873,nikkei,Tue Sep 29 23:02:56 +0000 2020
1479,"原油安重荷に　米テレビ討論会に関心（先読み株式相場）
https://t.co/07oOyhxMNJ",33,12,1311078528213856256,nikkei,Tue Sep 29 23:00:54 +0000 2020
1480,"コロナによる観光客減などを反映し全用途平均で3年ぶりに下落した地価。各地の基準地価をまとめました。
https://t.co/b9AnjJHWei",34,18,1311078098729865217,nikkei,Tue Sep 29 22:59:12 +0000 2020
1481,"企業年金、積み立て不足解消のための掛け金引き上げを１年猶予へ。コロナ下で年金の母体となる企業の経営状況悪化に対応した特例措置です。
https://t.co/X19XXBeJgG",64,32,1311076547424669696,nikkei,Tue Sep 29 22:53:02 +0000 2020
1482,"「内定先が自分にあっているか決め手にかける」「不景気による取り消しが不安だから」。内定を2社以上承諾する就活生。学生、企業ともに不安をかかえる現状が浮かび上がります。
https://t.co/wsegoN4krQ",119,40,1311074852430807042,nikkei,Tue Sep 29 22:46:18 +0000 2020
1483,"10月1日発足する十八親和銀行は資産規模で九州4位だが収益力は７位。システム統合や店舗統合によるコスト減のほか、中小企業のデジタル化支援などで合併効果を見込みます。
https://t.co/pSdDNI6Tzv",50,15,1311072296384299008,nikkei,Tue Sep 29 22:36:08 +0000 2020
1484,"日本マクドナルドは夜メニューで、「ごはんバーガー」を再開します。10月7日から11月上旬まで。夕食としての需要を開拓するのが狙い。
https://t.co/pcNuYuCAYS",146,68,1311069722901975046,nikkei,Tue Sep 29 22:25:55 +0000 2020
1485,"鬼門のシステム立て直し　店舗の省人化急ピッチ
https://t.co/Q9xf0ClxSu",82,35,1311069456060149760,nikkei,Tue Sep 29 22:24:51 +0000 2020
1486,"シカゴ日経平均先物が小幅続伸、70円高の2万3450円
https://t.co/EAeE8j8x5t",22,8,1311068893402857472,nikkei,Tue Sep 29 22:22:37 +0000 2020
1487,"米ディズニー、2万8000人を削減　新型コロナで休園続き
https://t.co/qiPuvsaCv3",111,75,1311068274046758912,nikkei,Tue Sep 29 22:20:09 +0000 2020
1488,"米ディズニー、2万8000人を削減　新型コロナで休園続き
https://t.co/2MTAuqi8eF",259,193,1311066465328537605,nikkei,Tue Sep 29 22:12:58 +0000 2020
1489,"NTTは親子上場する子会社のNTTドコモを完全子会社化すると正式発表しました。NTTからドコモが分離して28年、なぜいま再び完全子会社化するのでしょうか。
9月30日、日本経済新聞朝刊のポイントをお届けします。
#朝刊1面を読もう
https://t.co/dp8adBdMat",89,35,1311065732525027328,nikkei,Tue Sep 29 22:10:03 +0000 2020
1490,"「行政手続きで押印しなくて済むようにすることは反対しないが、ハンコに対する不当な評価はごめん被りたい」「ハンコが悪者のような言い方は不見識で迷惑」。印鑑生産県、山梨の長崎幸太郎知事が語りました。
https://t.co/tDhctu3NGT",290,91,1311060703156019203,nikkei,Tue Sep 29 21:50:04 +0000 2020
1491,"郵政、ゆうちょ株で減損　2.9兆円の可能性
https://t.co/R3Sc7wnPdY",231,124,1311055117362163712,nikkei,Tue Sep 29 21:27:52 +0000 2020
1492,"ワタミが女性社員に残業代の一部を支払っていなかったとして、高崎労働基準監督署から是正勧告。この社員は弁当の定期宅配（宅食）の営業所長で、長時間労働が原因とみられる精神疾患を発症し休職しています。
https://t.co/DI3nd5GeDx",484,333,1311054704911290369,nikkei,Tue Sep 29 21:26:14 +0000 2020
1493,"日本の支援で計画し、スリランカが中国の投融資依存から脱却する動きとみられた鉄道整備事業。しかし「建設費が莫大になる」としてスリランカ政府が中止を閣議決定しました。
https://t.co/LnkqyOTvYn",92,58,1311049422999035913,nikkei,Tue Sep 29 21:05:15 +0000 2020
1494,"NYダウ反落131ドル安　コロナ感染の再拡大を警戒
https://t.co/UqZ20emB8G",56,36,1311038017742594048,nikkei,Tue Sep 29 20:19:55 +0000 2020
1495,"米大統領選、初の討論会へ　「資質」巡り応酬
https://t.co/IPOL4WblqH",34,16,1311038016450752512,nikkei,Tue Sep 29 20:19:55 +0000 2020
1496,"手配容疑者の顔、AIで推測　警察庁が民間と連携
https://t.co/LUrrgwSedB",83,56,1311034479729766400,nikkei,Tue Sep 29 20:05:52 +0000 2020
1497,"コロナワクチンを途上国に　ビル・ゲイツ氏
https://t.co/lXq47sX2G9",151,57,1311034478752460800,nikkei,Tue Sep 29 20:05:52 +0000 2020
1498,"JPモルガン、制裁金最大の960億円　貴金属取引で不正
https://t.co/1LRGY7SyVz",245,107,1311025175488376832,nikkei,Tue Sep 29 19:28:54 +0000 2020
1499,"支持率74%　好発進ゆえの重圧
https://t.co/ChH0sMUNpv",92,29,1310988451588702208,nikkei,Tue Sep 29 17:02:58 +0000 2020
1500,"東芝テック、漂流に終止符　東芝データ戦略の虎の子に
https://t.co/Zhu8b07wyy",46,22,1310988450573611008,nikkei,Tue Sep 29 17:02:58 +0000 2020
1501,"国税当局と闘う弁護士　勝率5%に挑む
https://t.co/8JoyCOKSjN",96,36,1310988449600532481,nikkei,Tue Sep 29 17:02:58 +0000 2020
1502,"老舗アシックス　「木型から」異例のシューズ開発
https://t.co/LnI3G6lZxE",39,18,1310988448413544448,nikkei,Tue Sep 29 17:02:57 +0000 2020
1503,"増やせデジタル新世代　東京都副知事・宮坂学氏
https://t.co/oN5t30VjN2",52,27,1310981901348265989,nikkei,Tue Sep 29 16:36:56 +0000 2020
1504,"上場企業の持ち合い削減　保有銘柄、9年で18%減
https://t.co/auGI8QomVB",35,18,1310981900282916864,nikkei,Tue Sep 29 16:36:56 +0000 2020
1505,"「イノベーションの火消すな」　JR東、新興勢と連携
https://t.co/1nYuvyLKEr",50,17,1310981899209207809,nikkei,Tue Sep 29 16:36:56 +0000 2020
1506,"20年の世界航空需要、66%減に下方修正　IATA見通し
https://t.co/bDh6pKROvQ",45,24,1310981898240364549,nikkei,Tue Sep 29 16:36:56 +0000 2020
1507,"ドコモの個人株主にどんな影響？　NTTが完全子会社化
https://t.co/GWJCdxtrzn",72,22,1310981897221058560,nikkei,Tue Sep 29 16:36:55 +0000 2020
1508,"「中国のバフェット」実業シフト　医療分野で経営関与
https://t.co/JHWfYcLmDw",22,9,1310981896239636480,nikkei,Tue Sep 29 16:36:55 +0000 2020
1509,"三大都市圏の地価、際立つ苦境　訪日客減で44%が下落
https://t.co/1IVSxwIDaC",67,20,1310981895224614914,nikkei,Tue Sep 29 16:36:55 +0000 2020
1510,"沈む金融都市、香港脱出ドミノ　逮捕の重圧で社会萎縮
https://t.co/eq4VVYfOFV",33,21,1310981894213828609,nikkei,Tue Sep 29 16:36:55 +0000 2020
