,text,like
84,「掃除体験がどうあるべきかを考えて開発した」。調理家電で売り上げを伸ばしてきたバルミューダが「BALMUDA The Cleaner」で掃除機に参入。クリーナーヘッド機能やデザインで独自性を打ち出し、ダイソンなどに挑みます。https://t.co/dexNNBVCy8,0
85,「指定国立大」9校に筑波大と東京医科歯科大追加https://t.co/EgrzA25QRV,0
86,海洋放出、月内にも決定福島第1原発処理水で政府 https://t.co/1Oc8BvBxdZ,0
87,菅首相「初心忘れず実行に移す」政権発足1カ月https://t.co/ysTM3P49SQ,0
88,松山三越、希望退職に200人応募全従業員の8割https://t.co/wL8zHK0mYi,0
89,東証障害の原因・再発防止策、きょう金融庁報告JPXhttps://t.co/UKAEFQANlv,0
90,日経平均、続落で始まる欧州コロナ再拡大でhttps://t.co/zqsKnNFLvG,0
91,Twitterで投稿など障害ハッキングの可能性は否定https://t.co/ReudeuunlD,1
92,WHO「レムデシビル、死亡率に影響せず」FT報道https://t.co/pbkokVUC6U,1
93,米ネット証券ロビンフッドでハッキング被害約2000件https://t.co/tmpgjuGb1n,0
94,SNS揺らす2つの「P」政治の逆風強まる（NY特急便）https://t.co/ie39eLzqAV,0
95,日本企業が所有する貨物船の重油流出事故で、日本政府がモーリシャスに経済支援を検討。法的責任のない日本政府が賠償金を支払うわけにはいかないなか、道義的な責任を果たします。（会員向け記事です。登録無料）https://t.co/pjaJAlwDPO,1
96,トランプ政権が「共産党員」のアメリカへの移民を認めない法律を厳格運用する方針。特定の国を名指ししていないものの、党員9000万人の中国共産党を狙い撃ちし一党独裁体制への圧力を強める狙いとみられます。https://t.co/X3zn1WUl8e,1
97,感染再拡大が重荷ファストリ注目（先読み株式相場）https://t.co/SfGe3pW3GJ,0
98,シカゴ日経平均先物が小幅反落、50円安の2万3500円 https://t.co/BWlcVac3gq,0
99,ファーウェイに対する半導体輸出規制が発効し1カ月がたちました。日本企業にとってはどのような影響があるのでしょうか。10月16日、日本経済新聞朝刊のポイントをお届けします。#朝刊1面を読もうhttps://t.co/IHN2Wgwqgp,0
100,iPhone12、5Gミリ波は米国のみ最大毎秒4ギガhttps://t.co/xigdGdMwxU,0
101,Apple（アップル）は2020年のiPhone生産を1割上積み。中国の小米（シャオミ）やOPPOも2021年に5割超の増産。アメリカの制裁で失速するHuawei（ファーウェイ）のシェア奪取を狙います。小米・アップルなどスマ… https://t.co/hKTKetwJTx,0
102,世界73カ国調査で、政府機関が中国の監視技術を採用したのは8割強。29カ国は中国の技術のみ。中国排除は13カ国どまり。トランプ政権が迫る中国排除の難しさと代償を考えます。紅いデジタルのカーテン勝者なきハイテク分断… https://t.co/wWST8xlOgG,0
103,日本の印象が「良くない」とする韓国人は71.6%と、4年連続で改善した2019年の49.9%から大幅悪化。一方、韓国の印象が「良くない」日本人は46.3%と3.6ポイント低下。言論NPOなどの日韓共同世論調査です。https://t.co/7RfAuLEox7,1
104,ウォール街にFRBの慈雨債券取引好調でコロナ影響相殺https://t.co/xTuV9kM1MZ,0
105,NYダウ続落、19ドル安追加経済対策への期待で下げ渋るhttps://t.co/kPOT6dn8kI,0
106,首脳陣に役所式の呼び名郵政の先祖返りhttps://t.co/BNB8xePGhi,0
107,EU・英、毒殺未遂への関与でロシア制裁大統領側近らhttps://t.co/QgbrD3Mweh,0
108,福島第1原発の処理水、海洋放出へ政府が月内にも判断https://t.co/kFTrS8PZB4,1
109,米、中国共産党員9000万人狙い撃ち移民規制を厳格化https://t.co/fQo6e1RsSm,1
110,ドコモ口座問題であらわになった「本人確認」の誤解https://t.co/rY0B4nZXyQ,0
111,アリババ城下町・杭州に起業の輪OBが担い手https://t.co/9PN9mtJbML,0
112,対話かミサイルか米大統領選、固唾のむ朝鮮半島https://t.co/r16eDCtmE1,0
113,DeNAが仮想発電所電力に異業種、20兆円市場争奪https://t.co/FGrTsBWH0e,0
114,日産、苦渋の高金利調達海外の「利回り狩り」が支えhttps://t.co/vgCyFum03z,0
115,カードレス決済、参入続々非接触・非対面が加速https://t.co/cUBOODYeAK,0
116,三菱グループの日本郵船、「源流だが主流にあらず」https://t.co/sxkpUgMm4v,0
117,自社株買いデビューの東ソー、ROE改善の効果と限界https://t.co/IDwtLs6rSj,0
118,中国、経済覇権「30年天下」の焦り体制維持に不安https://t.co/pxq2sREQUW,0
119,福島第1処理水の海洋放出政府、早期判断探るhttps://t.co/oMiYpx7Gp2,0
120,小米・アップルなどスマホ増産ファーウェイ制裁でhttps://t.co/rJ4eMpyQfi,0
121,冬の流行拡大を懸念、医療の備え課題なお新型コロナhttps://t.co/TtdquJ9FwV,0
122,NYダウ続落で始まる一時300ドル超安、欧米のコロナ感染拡大を懸念https://t.co/BqV6ZoppNH,0
123,電力不足のフィリピン、休眠34年の原発活用論が浮上https://t.co/rDWGvi61y1,0
124,世界のトップ大学と競い、イノベーション創出のけん引役となる国立大学を育てる「指定国立大学法人」に、新たに筑波大学と東京医科歯科大学。出資できる企業の対象や余裕資金の運用で経営裁量が広がります。https://t.co/uADk5x1yv0,1
125,監視カメラで検温0.3秒JVCケンウッド、年内提供https://t.co/KGZpHC171x,0
126,海外ユニクロ急回復今期、ファストリ83%増益https://t.co/bLm4RNGELD,0
127,タイ集会禁止、王室批判に強硬策経済低迷で若者に不満https://t.co/lPNLlP3HMW,0
128,政府がマイナンバーカードと運転免許証を一体にし、行政のテジタル化を進めます。免許証の住所変更や更新時の講習はオンラインで完結。2割にとどまるカード普及率を高めます。https://t.co/T2vOGtDgMc,1
129,人生も人事も巡り合わせを受け止めるアース製薬社長https://t.co/07CoNP2HEF,0
130,紫外線の影響は秋に出る肌を整える食事でいたわろうhttps://t.co/Gk21bIhFDd,0
131,待遇格差是正の最適解探る最高裁、手当・休暇で「不合理」判断https://t.co/RNENDIVN2Y,0
132,百貨店の松山三越が募集した希望退職に、全従業員の8割にあたる約200人が応募。衣料品や雑貨などの直営売り場を大幅縮小する改装に伴い人員を減らします。https://t.co/lXMI4hO528,1
133,参拝客のマスク着用や滞在時間の短縮徹底、手水の「マイひしゃく」を持参してもらうアイデアなど、28都府県の神社庁から賛同。埼玉県神社庁が初詣に向け、新型コロナ感染を防ぐガイドラインをまとめました。https://t.co/nJGjhfqcfR,0
134,100年企業も「ティール」に変革階層なくし自主性促すhttps://t.co/UQ0luGbxye,0
135,全国の国立大学などに「この趣旨に沿ってよろしくお取り計らいください」。内閣と自民党による故中曽根康弘元首相の合同葬で、文部科学省が弔旗の掲揚や黙とうをして弔意を表明するよう求める通知を出していました。https://t.co/KEtsKD93Lw,0
136,尖閣諸島に生息する動植物を環境省が調査します。人工衛星が撮影した高解像度の画像を解析し、絶滅危惧種アホウドリなどの生態を把握。自民党の国防議員連盟が申し入れていました。https://t.co/WIGebQOd0x,1
137,［社説］日本が5Gで巻き返すにはhttps://t.co/YPbptIdAEu,0
138,「契約社員も継続的勤務が見込まれるなら支給対象になる」。日本郵便の正社員との待遇格差訴訟で、最高裁は契約社員に扶養手当や夏期冬期休暇が与えられないことを「不合理な格差」に当たると判断しました。https://t.co/CI5Mt7b73d,1
139,［社説］世界経済安定へ十分な新興国支援をhttps://t.co/T8XpVKOE3X,0
140,「トヨタ、中国にHV技術供給 まず広州汽車に」の英文記事をNikkei Asia @NikkeiAsia に掲載しています。 Toyota to provide China's GAC with hybrid systemhttps://t.co/fgII8eGC1F,0
141,「絶対にアクセスしないで」と総務省。国民1人当たり10万円の「2回目の給付が決定した」とのウソの情報を伝え、偽サイトに誘導して個人情報をだまし取ろうとする不審メールが不特定多数に送られています。https://t.co/dEFeOYqYCa,1
142,AIアナが読むニュース夕方の4本https://t.co/crYPKqwPzI,0
143,運転免許証とマイナカード統合へネットで住所変更https://t.co/1UzpuwoYnx,1
144,トヨタがハイブリッド車（HV）の基幹システムを、中国の広州汽車集団に供給します。これまでマツダやスバルなど国内勢に供給してきましたが、海外企業へのHV技術外販は初です。#日経イブニングスクープhttps://t.co/IJkDNLfwfA,0
145,USJ「マリオ・カフェ」あす開店感染防止と両立探るhttps://t.co/ui1YxttBHf,0
146,クレベリン、コロナ感染阻止の仕組み解明大幸薬品https://t.co/NB9vC5Y0TS,1
147,トヨタ、中国にHV技術供給まず広州汽車にhttps://t.co/staHZbct5P,0
148,TSMCの79月、売上高・純利益ともに過去最高https://t.co/GBEFCL3haR,0
149,東京都、新たに284人感染新型コロナhttps://t.co/KWt32djAje,0
150,トヨタ、RAV4に新スポーツモデルSUV競争激しくhttps://t.co/ZEOX4Oi4GQ,0
151,タカタ後継、シートベルト不正900万本か国交省試算https://t.co/UwDel2Vj6N,0
152,中国最大級の貿易商談会、ネットで開幕盛り上がり欠くhttps://t.co/C2yCD7Jr36,0
153,ファストリの今期、純利益83%増下期コロナ収束で最高益へhttps://t.co/EAKz7ZAByE,1
154,タカタ後継企業、チャイルドシートも強度改ざんhttps://t.co/afyGLiqAgK,0
155,契約社員の手当・休暇格差「不合理」と判断最高裁https://t.co/EB483tIUJT,1
156,「西武鉄道・プリンスホテル 800億円増資検討」の英文記事をNikkei Asia @NikkeiAsia に掲載しています。 Japan's Seibu Holdings units seek $760m third-p… https://t.co/oXUEPjPDRt,0
157,大学共通テスト、濃厚接触者も受験可能に政府分科会https://t.co/2Mz1DwDGTp,0
158,[FT]中国が米大統領選に投票できたら誰を選ぶかhttps://t.co/nHrWDIQopH,0
159,西武鉄道・プリンスホテル、800億円増資検討https://t.co/ZYzXFQat5L,0
160,かんぽ生命保険の不適切契約問題で見送っていた、土曜配達をやめる郵便法改正案を総務省が10月26日召集の臨時国会に提出する方針。日本郵便の人手不足や働き方改革につなげ、約620億円の収益改善も見込みます。https://t.co/E6eM3tZDlO,0
161,外来ザリガニを「特定外来生物」に指定し、新たな飼育や販売を原則禁じる環境省。ただ、既に広く生息するアメリカザリガニは「指定により川や池に大量に捨てられ、混乱を招く」として対象外にしました。https://t.co/BLrvH92Iq7,0
162,K-POP「BTS」所属事務所が上場時価総額、一時1兆円https://t.co/Op43U5W7xs,1
163,きょう10月15日昼の日経電子版トップ（https://t.co/m9V2wlg4Mw）3本です。欧州が再びコロナ感染の中心に感染者数、アジア上回るhttps://t.co/91v2lzcdMSタイ政府、5人以上の… https://t.co/cA3hqmQ8WR,0
164,「アメリカは中国政府がチベットに自治の権限を与えず抑圧し、人権を踏みにじっていることを懸念している」とポンペオ国務長官。デストロ国務次官補をチベット問題担当の特別調整官に指名しました。https://t.co/Nq6skM5cTw,0
165,名古屋三越栄店の観覧車は、現存する屋上設置では国内で最も古い1956年。大人が乗れる稼働可能な観覧車が愛知県は13基と、北海道や兵庫県を上回り全国で最も多い背景を探ります。https://t.co/WJmwyXiKZT,0
166,場当たり的な対策にフランス国民の不信が強まり「マクロン大統領はコロナ対応にふさわしくない」が6割に。感染再拡大で支持率は32%と7カ月ぶりの低水準に落ち込みました。https://t.co/olJX0bSSeZ,0
167,アメリカ大統領選挙に「今回は手を出すな」とロシアのプーチン大統領。「中国が勝ち、我々が2番手だなんて侮辱的だ」とラブロフ外相。介入疑惑など米ロ関係を考えます。https://t.co/tH5pmQ7wj0,0
168,揺れる「観覧車王国」全国最多の愛知もコロナで逆風https://t.co/OPixJhQAtj,0
169,日立造船、「日本式」ごみ焼却発電施設で海外に活路https://t.co/nS7uCj2o7j,0
170,介護施設の面会制限緩和へ感染対策の徹底急ぐhttps://t.co/2hfPrV2G18,0
171,JPモルガンなど米大手銀、最悪期脱す先行きに慎重姿勢https://t.co/ihw9Nnj4z8,0
172,JINSが「部屋貸します」メガネが生んだ集中の場https://t.co/z4ZR7nCIht,1
173,欧州が再びコロナ感染の中心に感染者数、アジア上回るhttps://t.co/KZva40Qcqs,0
174,原油はモノの生産や輸送に欠かせません。消費量が増えれば、経済活動が活発になった証しです。一方、銅は自動車や家電、住宅に使われるため、景気動向を敏感に反映します。原油と銅の価格から世界経済の動向を占うポイントとは。… https://t.co/yeAKyY5uEE,0
175,「受注の弱さはネガティブサプライズだった」と市場に受け止められた安川電機の68月期決算。高まる中国依存度とサーボモーターなどの受注減、今後の対応策を探ります。https://t.co/ehwlfH3fLk,0
176,結局元通り今こそ知りたい「Go To」の仕組みhttps://t.co/XjBrxkt4Te,0
177,中国物価、9月1.7%上昇豚肉高騰一巡で伸び鈍化https://t.co/ic82uFUIcU,0
178,中国漁船、EEZ「大和堆」で急増従来のイカ漁不能にhttps://t.co/YdIHL1oqW7,0
179,USJ、マリオカフェを16日開店、任天堂エリアに先駆けhttps://t.co/OeP3LMCbKI,1
180,K-POPの筆頭格「BTS（防弾少年団）」が所属する芸能事務所、ビッグヒットエンターテインメントが韓国取引所に上場。株式時価総額は一時約1兆900億円となり、日本のアミューズやエイベックスの20倍の企業価値です。https://t.co/qwk5dWTuSp,1
181,担保・保証付き融資とは銀行の企業向けで半分占めるhttps://t.co/bRYy8Vseqa,0
182,タイ政府、デモ隊を強制排除集会禁止の緊急措置https://t.co/DtppxqQt7J,0
183,郵便の土曜配達廃止、臨時国会に法案提出へ総務省https://t.co/SMd4fqU4LO,1
184,サプライチェーンとは品質・在庫を安定させる役割（きょうのことば）https://t.co/aX6vv2gIon,0
185,米国務省、アリババ系金融アント制裁へロイター報道https://t.co/xrOqy5Eizc,0
186,日経平均、反落で始まる米経済対策の成立遅れ懸念https://t.co/KtZvhcXvKY,0
187,価格で世界経済を占うコンパスは原油と銅https://t.co/RXW7K4JbWU,0
188,日経平均、ETF買いに期待（先読み株式相場）https://t.co/niittra06C,0
189,ソフトバンクG買収目的の「空箱」、20年内に上場もhttps://t.co/veP9UOXQ5W,0
190,「既に（コロナ）感染が急拡大する局面に入っている」とドイツのメルケル首相。リスクの高い地域でのマスク着用義務拡大など新たな対策をまとめました。感染が広がれば飲食店の夜11時以降の営業も禁じます。https://t.co/YLd6ijptvj,1
191,供給網分散、政府が補助金東南アジア拠点設置企業にhttps://t.co/Zgk2aEryN3,0
192,けさ10月15日の日経電子版トップ（https://t.co/zzG6bIBeVB）3本です。携帯値下げ、菅政権とせめぎ合い3社「圧力すごい」https://t.co/aBBTcpKoDp金融機関の行政手続き、21… https://t.co/HUI0BJa4oF,0
193,「経済がコロナ前に戻らない前提で事業モデルを構築」「国内は損益分岐点の高さが弱点」とサイゼリヤ。2021年8月期も最終赤字を見込み、店舗の人件費削減や宅配・持ち帰りに対応した小型店展開に乗り出します。https://t.co/18VeuQW44O,1
194,政府は生産拠点を複数国に広げた日本企業に出す補助金を大幅に増やします。東南アジア全体にサプライチェーンを分散させる狙いがありますが、なぜ供給網を多様化する必要があるのでしょうか。10月15日、日本経済新聞朝刊のポイントをお届け… https://t.co/gCbna3vLIy,0
195,シカゴ日経平均先物が小幅反発、35円高の2万3550円https://t.co/owp0eDt2tb,0
196,個人が所有する私用端末の在宅利用も認める金融機関が42%に拡大。在宅勤務の実施は融資担当が78%に上ったのに対し口座開設業務は43%。地方銀行の在宅勤務制度は54%どまり。日銀の分析では課題も見えてきました。https://t.co/bfWy1rCk0T,0
197,「我々は（コロナ）感染第2波のまっただ中にいる」とフランスのマクロン大統領。パリなどで夜9時から翌朝6時まで外出を原則禁止し、飲食店や映画館を閉鎖。違反者には罰金135ユーロ（約1万6000円）を科します。https://t.co/TUcB1muM6O,1
198,東京・虎ノ門のJTビルを、住友不動産が数百億円で取得方針。コロナを機にオフィスを縮小する企業が増えるなかでも、都心一等地の優良物件に根強い需要を見込みます。https://t.co/I2RdtGlTXF,1
199,「会議中や前後に使う『ベスト・オブ・ブリード』を集めた」とビデオ会議のZoom。画面を切り替えることなく書類共有のDropboxやチャットのSlack、オンラインホワイトボードのmiroなどの他社アプリを使えるよう改良します。https://t.co/c5cZUiNeH3,0
200,「あとは向こうが料金を示すだけ。大容量プランで月5000円以下に」と菅義偉首相。実績を求め「圧力がすごい」新政権に陥落する携帯大手。値下げへの攻防が本格化します。https://t.co/bjPLKAtAW8,1
201,約1800種類ある銀行や保険、証券会社からの申請や届け出を、金融庁が2021年度にすべてオンライン化。9割超を紙の書類で受け付けている現状を変え、顧客との取引の電子化も促します。金融機関の行政手続き、21年度に完全電子化金… https://t.co/XhA5cIBMlk,1
202,Zoom、使い勝手向上へ25社連携仮想ホワイトボードや採決https://t.co/HrkuC4inmL,1
203,仏、パリなどで夜間外出禁止大統領「感染第2波ただ中」https://t.co/pqTv7z5w6x,1
204,途上国債務猶予、20年末から半年延長で合意G20https://t.co/03OSCWkV0B,0
205,GAFA後は共感の起業「日本らしさ」に再び脚光https://t.co/S14SJYrs1S,0
206,菅政権1カ月、面会した民間人70人政策に知見反映https://t.co/BQq8fq6qjz,0
207,陸・海・空で逆風の三菱重工業、創業以来の正念場https://t.co/IrCf3g84yL,0
208,安川電機、市場が気をもむ中国「新型インフラ」の持続力https://t.co/pM4EC7vvoD,0
209,米民主・共和、GAFA規制の同床異夢https://t.co/I15nf4N07b,0
210,NYフィル、21年6月まで全公演中止178年の歴史で初https://t.co/2s49Jkl6In,0
211,ゴールドマン79月期、純利益93%増債券売買が好調https://t.co/GoCJgVxrT3,1
212,米大統領選「今回は手を出すな」プーチン氏がクギhttps://t.co/UDfwKBCbr9,0
213,トランプ氏、選挙監視員5万人募集投票妨害の懸念もhttps://t.co/9BoRalb436,0
214,中国、親密国懐柔へ外交攻勢香港国安法で賛否割れるhttps://t.co/evjvbJLSKS,1
215,供給網分散、政府が補助金東南アジア拠点設置の企業にhttps://t.co/3ZxLvDt3Hv,0
216,金融機関の行政手続き、21年度に完全電子化金融庁https://t.co/vbbUGcihgq,0
217,携帯値下げ、菅政権とせめぎ合い3社「圧力すごい」https://t.co/vEqMFsTgJm,1
218,NYダウ反発で始まる金融株に買い、Appleも上昇https://t.co/Jo7XypHFaL,0
219,「これですべてのピースがそろった」「iPhoneにとって新時代の幕開けだ」。iPhone12はスマホ市場の成熟や5G基地局の整備遅れを打開する起爆剤になれるのかどうかを考えます。https://t.co/SDMLhvSK2R,0
220,ワーママ管理職メリット思い浮かべチャレンジをhttps://t.co/q4Bs2O0uAS,0
221,新型コロナで重症になりやすい人の判別に使えるたんぱく質を東京医科大学教授らが発見。血液中にこの「COPB2」がある人は発症しても軽症のため、重症リスクの人だけを洗い出し治療に専念できるようになります。https://t.co/P4H8RWjkXh,1
